Ref,Val,Package,PosX,PosY,Rot,Side
"U36","DRV5033A","SOT-23",206.215000,-454.575000,0.000000,top
"U37","DRV5033A","SOT-23",206.215000,-459.025000,0.000000,top
"U38","DRV5033A","SOT-23",206.215000,-463.475000,0.000000,top
"U39","DRV5033A","SOT-23",206.215000,-467.925000,0.000000,top
"U40","DRV5033A","SOT-23",206.215000,-472.375000,0.000000,top
"U41","DRV5033A","SOT-23",211.125000,-441.225000,0.000000,top
"U42","DRV5033A","SOT-23",211.125000,-445.675000,0.000000,top
"U43","DRV5033A","SOT-23",211.125000,-450.125000,0.000000,top
"U44","DRV5033A","SOT-23",211.125000,-454.575000,0.000000,top
"U45","DRV5033A","SOT-23",211.125000,-459.025000,0.000000,top
"U46","DRV5033A","SOT-23",211.125000,-463.475000,0.000000,top
"U47","DRV5033A","SOT-23",211.125000,-467.925000,0.000000,top
"U48","DRV5033A","SOT-23",211.125000,-472.375000,0.000000,top
"U49","DRV5033A","SOT-23",216.035000,-441.225000,0.000000,top
"U50","DRV5033A","SOT-23",216.035000,-445.675000,0.000000,top
"U51","DRV5033A","SOT-23",216.035000,-450.125000,0.000000,top
"U52","DRV5033A","SOT-23",216.035000,-454.575000,0.000000,top
"U53","DRV5033A","SOT-23",216.035000,-459.025000,0.000000,top
"U54","DRV5033A","SOT-23",216.035000,-463.475000,0.000000,top
"U55","DRV5033A","SOT-23",216.035000,-467.925000,0.000000,top
"U56","DRV5033A","SOT-23",216.035000,-472.375000,0.000000,top
"U57","DRV5033A","SOT-23",220.945000,-441.225000,0.000000,top
"U58","DRV5033A","SOT-23",220.945000,-445.675000,0.000000,top
"U59","DRV5033A","SOT-23",220.945000,-450.125000,0.000000,top
"U60","DRV5033A","SOT-23",220.945000,-454.575000,0.000000,top
"U61","DRV5033A","SOT-23",220.945000,-459.025000,0.000000,top
"U62","DRV5033A","SOT-23",220.945000,-463.475000,0.000000,top
"U63","DRV5033A","SOT-23",220.945000,-467.925000,0.000000,top
"U64","DRV5033A","SOT-23",220.945000,-472.375000,0.000000,top
"U66","AMS1117-3.3","SOT-223-3_TabPin2",205.365000,-536.600000,0.000000,top
